,content,date,name
141063,"간질환이 있는 부모님께서 일반 척추병원에서 골시멘트 시술 후 출혈이 일주일째 안멈추고 있어요.이 문제로 병원과 트러블도 생겼구요. (시술한 의사는 몇일동안 소독 열심히 했다고 했으나 피가 멈추지 않으면 다른 조치를 해야되는데 소독 및 드레싱만 열심히 했다고 하네요)결국 새벽에 응급으로 종합병원을 갔더니 빈혈수치가 정상수치의 절반도 안되게 급격하게 떨어져서 혈소판 및 수혈을 해야된다고 하여 현재 중환자실 입원중입니다.근데 시술한 척추병원에서 진료비가 200만원 이하로 나왔는데현재 종합병원에서 MRI, 수혈, 중환자실 등 비용이 더 나올것으로 예상되고 정신적인 스트레스와 시간적 비용도 만만치 않게 들고 있습니다. 또한 타 대학병원을 가니 시술한 병원으로 가는게 맞다고 하여 치료도 힘든상황이고 병원가서 따지고 해결책이 뭐냐고 했더니 이 상황에서도 소독만 하며 지켜보자는 그 의사에게 진료받기가 싫습니다. (의사는 나중에 연락와선 입원한 병원 통해 자기들도 상황보고 있다면서 협력하겠다는 식으로 말을 하는데 신뢰도 안가구요)그래서 현재 너무 괘씸하고 화가나서 시술비를 납부하지 않고 미룬 상태입니다.이거 정말 의료사고 아닌가요? 정말 고소라도 하고싶거든요. 객관적으로 알고 싶어요.바늘로 4군데를 시멘트 주입했는데 그 중 한군데가 출혈이 심하여 (피가 펑펑나오는건 아니고 흐르는 정도) 침대시트나 거즈, 옷이 젖을 정도의 양으로 나오고 있는데 일주일 가까이 소독만 했다는 병원에 너무 화가납니다.그리고 조금만 늦었으면 정말 어떻게 됬을지 상상하기도 싫구요.이 상황에 저희가 시술비를 주는게 맞는건가요?그나마 종합병원에서 수혈을 하면서 치료를 받는 중이라 지금은 묻어나오는 정도라곤 하지만 여전히 출혈은 지속되고있는 상태 같아요. 정말 허리통증은 완화 0.1도 안됬구요. 정말 의사말만 믿은게 너무 후회가 되요.병원과실이 분명한데도 시술비나 수술비 납부하시나요?",2022.12.04. 20:30,cheer
141592,"- 본인이 병원에서 진료를 본 후기나 치료 후기를 회원들에게 알려주세요.- 병원과 의사명은 카페 회칙에 따라 초성으로 작성해 주시기 바랍니다.팔, 어깨 저림 현상이 있어서 동네병원에서 물리치료 다니다가여기 카페글에서 부산ㄱㄹ병원 ㅈㅎ선생님 추천글을보고 찾아갔었어요목 디스크라고 MRI찍어야 한다고해서 금액 물어보니 49만원 비용이 든다해서 실비처리하게 입원해서 하겠다 했더니입원 하루만 못한다 기본 3박4일은 해야한다 그리고 입원실도 3인실 밖에 없다,,,, 어쩔수없이 3인실로 입원 했어요첫날 MRI찍고 그담날 아침회진때 선생님 오셔서 팔 두어번 당기고 밀고 해봐라 하시더니팔 저림현상은 마비가와서 그런거고 팔에 힘도 없다고 무슨액이 흘러서 그런거라고 수술해야한다고 수술날짜 잡으시더라고요 5일뒤에 수술 할수있다고해서 알겠다고 수술하겠다고 했어요그런데 조금있다 간호사가 밖으로 부르더니 어제찍은 MRI보면서 설명을 해주는데다른곳은 다 이상이 없는데 5인가 6번 옆으로 지나가는 작은신경통로가 막혀서 그런거라고 하더라고요여하튼 5일뒤 수술이니 집에 갔다가 수술전날 다시 오겠다했더니 병원에서 진통제 맞으면서 있으라더군요아무하는것도 없이 5일이나,,, 잠도 못자고 불편해서 안된다고 퇴원하겠다하고 짐 챙겨서 정산을 하는데병원비가 212,833원 헐 MRI가 건강보험 해택을 받더라고요인터넷 뒤져서 찾아보니 3월1일부로 목 허리 디스크도 MRI 건강보험 혜택 받을수있다고본인부단금 40%,,, MRI비용이 본인부담금 116,473원 공단부담금이 174.711원전116,473원만 내면 되니 입원 할 필요도 없었는데,,공단부담금을 합해도 30만원정돈데 49만원이라고 말하고 공단부담금 얘기도 안해주고 3인실을 3박4일동안,,, ㅎㄷㄷ,,그때부터 불신이 막생기고 이병원은 환자보단 돈을 먼저 생각하는건가,,,인터넷 여기저기 찾아보니 수술 부작용에대해서,,, 그리고 수술 흉터,,,일단 수술하면 잘됐다 하더라도 목을 돌리거나 예전처럼 생활을 할수 없고 불편함을 많이 느끼기 때문에수술은 이것저것 다해보고 그래도 안되면 최후에 방안으로 생각하라고 다들 그러는데전 약간보다 조금더 저리고 약간 힘이 없을뿐이지 일상행활 다 합니다밤에 자다가 저리고 아파서 깨지도 않고요 밥 숟가락 못들정도로 힘이 없는것도 아니구요팔 몇번 흔들어보고 수술하라고하시는데 비용도 넘 비싸고 연세도 70이 다되어 가시던데 걱정이 안될리가 없죠퇴원하고 다시오겠다고 우겨서 정말 다행이라는 생각뿐이에요신경외과로 두군데 예약해놨어요 물리치료 시설이 있는곳으로요진료, 치료 받아보고 괜찮으면 글 올릴께요================================================== 내 용 ======================================================",2022.12.04. 20:27,young28
142122,혹시 수원 ㄷㅇ병원에서 척추 미세 현미경수술 받아보신분 계신지요? 결과는 어떠신지 알고 싶습니다 미세 현미경수술을 받으면 재발율은 크지 않은가요? 위 현미경수술은 어느병원에서 잘 하는지도 알고싶어요~ 감사합니다,2022.12.03. 22:32,로망김
143185,"오늘 기다리던 ㄱㄴ ㅅㅂㄹㅅ 진료 다녀왔습니다.솔직히 대학병원진료 후기보고 별 기대 안하고 갔는데 잘 다녀왔다는 생각 드네요.10월14일 첫 다리통증으로 다리 힘빠짐과 정강이 감각이상 뒷꿈치 걷기 안됨... 증상이 있었는데요..다니던 동네 정형외과에서 첫 신경 차단술을 하였고,2차병원인 ㅂㄷ ㅈㅅㅂㅇ에서 MRI찍고 3번 터짐으로 마비증상 있다고 하여 수술 권유받았으나좀 겁이나서 수술은 보류하고 약 처방 받고 걷기 운동하며 대학병원 예약하고 동네에서 물리치료 받으며 기다렸어요3주정도에 조금 나아지는거 같다가 통증이 다시 돌아다니고 괴롭혀서 2차병원에서 신경차단술2차 맞고 조금 호전 된거 같았어요 삶의질도 너무 떨어지고 내년에는 중요한 일도 많이 기다리고있고 해서 고민끝에,마비증세에는 무조건 보존치료가 능사는 아니라는 의견도 많고해서 수술이라도 해야겠다 결심을 했거든요..그래서 다니던 2차병원에서 수술을 해야겠다 맘을 먹은 상태였고, 마지막으로 대학병원은 한번가보자 하고 취소는 안하고 다녀왔는데, 대학병원은 5분컷이다 자세히 안봐준다 생각해서 맘을 비우고 들어갔는데 교수님 친절하시고증상이며 다리체크며 다 잘 해주셨어요.MRI보시고는 디스크 터져 흘러내리고 안좋은 상태는 맞는데 흡수가 잘되는 자리이다.처음증상때부터 지금까지 증상을 물으시며 변화를 체크하시고 그래도 호전이 되가고 있는 양상이 보이는거같다고 3주정도 더 지켜보고 싶다고 하셨어요. 3주 후에 MRI를 다시 찍어보고 흡수 정도를 보고 수술여부를결정하시자고 하셨어요. 힘빠짐은 이제 평지걸을때 보행은 잘되는 편이고 계단 내려갈때도 조금 힘들지만 많이 나아졌는데 아직 오르막을 오를때나 계단을 오를때는 허리가 펴지지가 않아서 좀 힘겨운 상태입니다. 감각둔함은 수술을 해도좀 시간이 걸릴거라고 하시더라고요. 동네정형외과나 2차병원에서 수술은 시기문제라고 했던 말이 이것 때문이었던거 같아요. 오늘 병원가기전에는 5분컷 당하거나 그냥 약이나 한두달치 지어주면 ㅂㄷ ㅈㅅㅂㅇ에서수술 하자 결심했었거든요 근데 3주 더 열심히 걷기랑 스트레칭 하면서 체중조절도 더 열심히 하기로 했어요.저는 동네 병원이지만 제가 다니고 있는 병원 원장님을 잘 만난거 같아요. 첫 신경차단주사에서 좀 효과를 본거같아요.전 20대때부터 꾸준하게 허리가 괴롭혀왔고 거의 20년을 머리를 숙여서 감아본적이 없는거 같아요...그래서 그냥 아픔도 당연하게 생각하고 살았는데.. 이번에 이렇게 아프고나니 정말 관리 안하고 산것이 너무 후회가 되네요...진료후기에 너무 주절주절 제 얘기만 썼네요... 죄송합니다.미리 질문할것들 생각해서 갔는데 대답도 친절히 잘 해 주셨습니다.질문 내용을 그렇게 생각을 하고 갔는데 돌아오면서 생각해보니 한두가지는 빼먹은 거 같아요...적어갈것을... ㄱㄴ ㅅㅂㄹㅅ ㅈㅎㅈ교수님 예약이 그나마 빨리 되서 예약 되신분들 많으실 거 같아요..걱정마시고 진료 잘 보시면 되실 거 같아요^^",2022.12.02. 22:46,상냥이
143718,ㅂㄷㅅㅇㄷ ㅇㅈㅅ 교수님 오늘진료 받고왔네요목통증과 왼팔저림증세로 진료보았는데 농담도 해주시고 친절하게 설명해주시고 좋았어요제 경우는 5-6디스크 4-5 뼈 돌출신경누름은 하급이라고하셨고 5-6은 신경누름은 중상급 이라고 하셨고 일단지켜보자고 하셨어요 아직 수술할정도가 아니라고 하시네요 1달치약만 처방받았네요ㄱㄴㅅㅂㄹㅅ ㄱㄱㅅ 교수님은 경추전방유합술 소견 주셨구요ㅂㄷㅅㅇㄷㅂㅇ ㅇㅈㅅ 교수님 소견대로 지켜볼려고합니다,2022.12.02. 12:42,봉달이38
144252,"생전 처음으로 병원이라는 곳에 입원을 하게 되었습니다..외롭고 힘들고 만감이 교차하는 밤이네요...어제 오전 침대에서 일어서려는데 갑자기 찌릿 하면서 극한의 고통을 겪고 바로 119 콜아웃 후 근쳐 병원 응급실로 이송 후 엠알아이 결과 4~5번 디스크파혈로 주치의 쌤이 엠알아이 보시더니 신경성형술을 강력히 추천함.(디스크가 신경을 누르고 있었음..)저도 이에 어느정도 동의한게 작년 이맘 때 방사통이 살짝 왔는데 걸을 수도 있고 일상생활도 가능했는데 찜찜해서 신경차단주사 맞고 바로 담날 100프로 컨디션을 겪어본 경험이 있어서 이번에는 그때와 차원이 다른 통증이라 오늘 오전에 바로 시술 진행!!그런데,,,,, 예상과는 달리 시술 후 달라진 건 크게 없다.(방사통 강도가 10->8정도 줄음) 거의 대부분이 시술 후 당일 퇴원한다는데...왜 나는..ㅠ그래도 내일 아침에 엉치에 심어둔 바늘에 한 번 더 약을 넣는다고 하는데 ,,,기대 반 공포 반ㅜㅜ화장실 가려고 살살 걷기 시작하면 20~30초 후 엉덩이->허벅지->종아리->복숭아뼈를 타고 오는 찌릿찌릿하고 뭔가가 신경을 잡아당기는 듯한 방사통이 심해져서 침대로 얼른 다시 눕고 스트레칭을 해줘야 풀리니 아직도 화장실을 못갔어요.. 괜히 도전했다가 중간에 통증 올라와서 바닥에 누울 생각하니 .. 엄두가 ㅜㅜ앉는 것도 마찬가지로 금방 통증이 올라와서 그냥 댓바디처럼 누워 있을 뿐....삼일 동안 거의 뜬눈으로 밤을 새우고 극심한 고통속에 서 맨탈은 흔들리고 ...일상생활 마비까지,,,한편으론 일상의 소중함과 건강관리의 중요성도 느끼게 되었고 무엇보다 내몸관리를 미리미리 평상시에 생활화 해야겠다는 다짐을 하면서 내일 두발로 당당하게 화장실을 가게되는 걸 기대하며 잠을 청해봅니다!!",2022.12.01. 23:07,케이트오
145321,척수종양때문에 그러는데ㅅㅇㄷ ㅇㅊㅎ 교수님 진료봤는데 ㅈㅊㄱ 교수님으로 진료 볼수 있는 가능성은 없나요? ㅠㅠ ㅈㅊㄱ 교수님이 어렵다는 수술도 했다는 후기를 봐서 .. 척수내종양이고 위치가 안좋아보인다는 말씀을 하셔서 .. 걱정이 많이 되네요..,2022.11.29. 22:24,yey2
145857,mri판독지는 보지 않으셨고 가져간 cd로 영상 보면서 진료봐주십니다다른병원들에선 협착증이라 했는데 디스크라고 하시네요척전에서 추간공확장술 권유 받았다고 하니 전혀 할필요없고 하면 도움은 되겠네요 라고 말씀하셨고마비왔거나 젓가락못들고 일상생활 불가능하면 수술하고 지금은수술할정도 아니라고 하시면서 그냥 스트레칭 하라고 하십니다자세 바르게하고 고개숙이지 말라고...약도 주사도 어떠한 처방도 없구요약처방 요청해서 받아왔습니다,2022.11.29. 14:24,러블리yu
146394,지난 25일 ㅂㄷㅅㅇㄷ ㅇㅈㅅ 교수님한테 저희 어머니 진료봤어요경추 1.2번 불안전증으로 ㅇㅈㅂㅅㅁㅂㅇ 에서 수술을 하자고 해서이왕 받을꺼 큰 병원 진료보면서 받자 해서 다녀왔어요ㅂㄷㅅㅇㄷ에서는 수술정도는 아니고 지켜보자고 하네여엑스레이 사진으로 봤을때 엣날 같으면 해야하는데 요샌 약도 좋아지고 이 정도로는 안해도 된다고 하시네요.교수님은 진료방 3개를 사용하시면서 진료하시네요.,2022.11.29. 10:15,자베
146932,"먼저 제 이전글을 보시게 되면 ㅁㄷㅅㅅㅂㅇ 에서 mri 확인 후경추 4,5 5,6번 디스크 탈출이고 4,5번은 무조건 수술해야 한다고 했습니다 . 아직 젊기에 일단 보존 치료 해보고 싶어오늘 ㅅㅇㅅㅅㅂㅇ ㅇㅅㅈ 교수님 진료 보고 왔습니다.mri 보시더니 마비나 힘 빠짐 증상 없냐고 물으셔서마비나 힘 빠짐은 없고 목 통증과 두통 그리고 팔뚝 저림만 있다고 했습니다. 1주일 전 부터 기존 소염진통제, 근육이완제 외에 리리카 추가로 복용해서 통증이 좀 줄었다 하니 통증이 줄고 있으면 수술 할 필요 없고 좀 더 지켜보자고 하시네요.어차피 시간이 해결해 준다고 자기 전부터 아침까지 통증 없으면 약은 치료 되는게 아니고 통증을 잡아주는거라 약도 저녁에는 안 먹어도 된다고 하시네요.걷기든 옆으로 자는거든 통증 없으면 상관없고 자기가 해보고 통증에 지장이 없으면 괜찮다고 하시네요. 결국은 시간이 해결해 주는거라 그 전까지 약이든 주사든 운동이든 자기에게 맞는 통증을 완화 할 수 있는걸 찾는게 중요하다고 합니다.제가 원래 잘 때 옆으로 자는데 목디스크 환자가 옆으로 누워 자는 게 안 좋다고 해서 억지로 낮은베개 쓰면서 정면 보고 잤습니다.그러다 보니 깊은잠을 자는게 힘들었습니다. 이제 적당히 정면과 옆으로 누워서 자는 걸 타협할 생각입니다.약도 일단 아침에만 먹어보고 경과를 지켜 볼 생각입니다.그래도 다행히 수술 안해도 된다는 얘길 들으니 희망이 생겼습니다. 다른 분들도 하루 빨리 통증 없는 시간이 오길 바라며 제 글이 도움이 되셨으면 좋겠습니다.",2022.11.28. 15:21,커트실링
147471,집에서 쉬어도 통증이 더 심해져서 오늘 진료급 예약했는데 12월까지만 이시래요.지금 가려고 하는데 신경성형술 해보자고 하실텐데 고민입니다 ㅜㅜ여기서 신경성형술 해보신분 있으세요?,2022.11.28. 10:52,샌디30
148011,※ 현재 척추질환을 보존적인 방법으로 잘 이겨내고 있는 상황을 알려주세요.- 다른 환우들도 본인의 이러한 정보가 많은 희망이 될 것으로 보입니다.- 병원과 의사명은 카페 회칙에 따라 초성으로 작성해 주시기 바랍니다.================================================== 내 용 ======================================================안녕하세요 항상 눈팅하다 써봅니다작년 4월 급성 허리디스크 5번 탈출증 후한의원 도수치료. 신경차단술 주사 약 7회. 하다차도가 없어서 올해 2월부터 ㄷㅊ ㅂㅁ병원 진료보았어요.ㅈㅅㅅ 원장님이 유명한건 알았으나 이제 다이렉트로진료보는건 어렵고 다른 과장님 진료먼저보고ㅈㅅㅅ원장한테 올린다해서 ㅎㅌㄱ 과장님께건보에서 찍은 mri 제출 후 진료보았어요.보시더니 탈출정도는 심하지않기 때문에 이정도는시간이 지나면 흡수된다. 한시간씩 걷고 운동하고약 잘드시라 해서 리리카 75-100 용량 처방 받아2월부터 11월 까지 9개월간 보존치료 했습니다.하지만 직업이 운전직이고 육아를 해서 걷기운동도잘 못하고 앉아 있는 시간이 많아서 인지통증이 나아지긴 했지만 큰 차도가 없었어요.그러고 지난달 10월 진료때ㅎㅌㄱ 과장님이 보통 3-6개월 보존치료 후 나아지지 않으면 수술을 권장한다며 ㅈㅅㅅ 원장님께수술상담으로 진료잡아주셔서 어제 진료보았습니다.ㅈㅅㅅ 원장님이 mri사진보시더니역시 사진상으론 심하지않은데통증이 심한거 보니 신경이 손상되었을 수 있다면서발병 3개월때 수술하는거랑 1년지나서 수술하는거랑은예후가 차이가 있다며 빨리하는게 좋다고 하셨고.지금 제 상태는 수술해도 100프로 회복이 힘들수 있고.재발도 될수 있다하시네요.. 일단 며칠후 다시 mri찍고상담하자는데 겁이 납니다.지금 상태는 오른쪽 허리. 엉덩이. 오른발 무릎 정도까지통증이 있으며 리리카 하루 200-300정도 복용합니다.정확한 통증정도를 알고싶어 그저께부터 오늘 정오까지약을 끊어봤더니 일상생활은 가능한데 직장근무까진힘들어 3일째 다시 약을 복용했습니다.작년 처음발병했을땐 서서 양말신는게 힘들었는데이제 그정도는 될정도로 통증은 낫긴 나았네요.두서없는 글 죄송합니다. 지금 제 상태를 남겨놓고싶어글 작성했어요. 혹시 수술후 에도 상태 기록하겠습니다.,2022.11.26. 19:11,런던에가고파
148552,"안녕하세요:)카페에서는 거의 눈팅만 하다가 환우님들께 조금이라도 도움이 될까싶어 별거없는 후기 남겨봅니다.저희 어머니께서는 소견서상 중증도의 허리협착, 추간판탈출, 전방전위증, 그로인한 방사통으로 인해 수면장애 및 5분을 걷기도 힘들어하시는 상태이십니다.동네병원에서 주사치료하시다가 큰 병원 가보라는 소견(ㄱㄷㄱㅎㄷ에서도 진료보시고 수술소견 받으셨습니다)으로 진료의뢰서 받아 ㅅㅇㅇㅅ 예약하고 신ㄱ외ㄱ ㅂㅈㅎ 선생님 진료봤습니다. 대기하면서 그 진료실만은 유독 들어가신 분들이 채 1분도 안되어 나오시는 것 같아 의아한 생각을 하며 진료실로 들어갔습니다.진료실 들어가니 미리 등록해둔 영상자료 보시고'협착증이네요. 나가면 간호사가 운동 알려줄건데 그거 따라하시고 2개월 뒤에 다시 보시죠' 하셨습니다.수술이 필요한건 아닌지 아니라면 주사치료나 그 외 시술은 당장 할 필요가 없는지 제가 여쭤보니'환자(저희 어머니)가 수술을 그닥 원하지 않는데 보호자 분이 좀 정리가 안되시나 봐요? 그런 질문은 지금 필요가 없는 것 같은데 왜 하시는 건지?' 하십니다.그렇다면 여기서 운동을 꾸준히 따라 하면 이 정도의 수술 소견있는 환자도 나아지는 사례가 있는지 여쭤보니전화 수화기를 들며.. 대답을 안하십니다. 한참 뒤에'우선 나가서 운동을 배우시고요, 두달 뒤에 엑스레이 찍고 다시 봐야 알죠. 나가시면 됩니다. 처방전 받으세요'하시기에 그저 나올 수 밖에 없었습니다.의료인 분들이 얼마나 힘드실지 제가 감히 가늠할 수는 없겠습니다만 최소 열심히 하면, 노력하면 나아질 수도 있을거라는 그 말한마디가 처방전보다 더 힘이 될 수도 있다는 것을 그 선생님은 모르는 분이셨을지 개인적으로 참담한 마음으로 진료실을 나올 수 밖에 없었습니다.제 자신 사는게 바빠 이렇게 부모님 허리가 망가지실 때 까지 몰랐던 자식의 뒤늦은 발버둥이 그저 무능하게만 느껴질 뿐이었습니다.사족이 길었습니다. 추후 예약된 일정대로 이 분께 다시 진료를 볼 진 모르겠습니다만 그 외 간호사선생님들, 길 안내해주시던 직원분들, 재활과 치료사님들께서는 친절하고 자세히 알려주셔서 감사한 마음과 희망을 갖고 귀가했습니다(택시타는 곳도 헷갈려서 두리번거리니 병원 직원분이 안내해주셨어요).아! 그리고 이미 아시는 분들은 다 아시겠지만 병원에서 약국까지 도보로 갈 수가 없습니다. 동관 후문으로 나오시면 약국 사설 차량이 많아요. 특별히 알아두신 약국이 없다면 그냥 아무약국이나 갈거라하면 알아서 차에 태워주십니다. 약국가서 내려주면 약받고 다시 차타고 기사님께 어디어디 갈거라 말씀드리면 가까운 지하철역에 내려주세요. 거기서 귀가하시면 돼요~!저는 다른 병원도 더 알아볼 예정이며, 조금이라도 나아지거나 좋아지는 것이 있다면 이 곳에 공유드리겠습니다. 별거없고 긴 후기 읽어주셔서 감사합니다.",2022.11.25. 20:23,댕그르르
149094,"디스크 4-5 터짐,왼쪽 방사통 극심함ㄱㅅㅅ원장님 진료 (혼자서 서있는것도 힘들때)신경주사 맞아보자셔서 입원후 담날 1차 5일 후 2차맞고 퇴원했네요 2주정도 상황 지켜본후 수술하기로 했습니다퇴원 3일짼대 여전히 벽짚지 않고서는 서있기도 힘드네요잠깐 화장실 갈때 방사통 때문에 안아프려고 발 바깥쪽으로 돌리고 허리도 반대쪽으로 쭉 빼고 하니 몸도 틀어지고 안아프던곳도 아프네요집안에서 쓰려고 당근에서 목발 구매 (아주조금 도움됨)잠이라도 푹 자고 싶은데 한시간 숙면도 힘들고아직 며칠 남았는데 수술 쪽으로 맘이 기우네요",2022.11.25. 11:22,엔지니어Kim
149637,이상근증후군 주사 맞아 보신분!!!!솔직후기 부탁해요,2022.11.24. 14:06,귀요미미
150181,"이번 주 월요일에 7시 전에 가서 신규환자로 접수하고 진료를 받았습니다.번호표 기계는 7시에 작동되는데, 제 앞에 6시 반에 오신 분이 계셨구요.1번으로 접수한 분의 MRI 영상은 접수처에서 등록해줬고,저는 기계에서 하라고 해서 기계에서 등록했습니다.지난주 화요일부터 방사통이 너무 심해서 그냥 지난해 MRI로 가지고 갔는데,얼마나 달라졌는지 확인해야 하니깐 새로 찍어야 한다고 하셨어요.그런데 MRI 예약을 잡으려니 12월 중순에나 가능하더라구요.타병원 진료의뢰서(소견서로 발급되었음)를 요청해서 다른 병원에서 MRI 찍고수요일에 다시 7시 전에 가서 로비층에서 기존환자로 접수해서 대기했습니다.참고로, 영상등록기계는 7시 전에도 작동되고 있어서 번호표 받기 전에 등록했습니다.월요일에 척추 전체 엑스레이도 찍었는데 그건 안 보시고,새 MRI만 보시고는 수술을 해야 할 구조적인 문제가 없다고 하시면서 본인이 할 수 있는 건 없다고바로 통증의학과로 토스하셨어요. ㅎㅎ4번 5번 디스크의 섬유륜이 찢어져서 작년부터 방사통으로 고생하고 있는데,신경외과에서 케어하지 않는다고 해서 약간 벙쪘어요. ㅠㅠ물론 케이스마다 다를 거라고 생각합니다.다른 분들 후기처럼 이 교수님 설명을 친절하게 해주시는데,본인 환자 아니라고 생각하신 때부터 얄짤없이 진료 끝이라는 분위기였습니다. ^^;저를 포함해 그날 진료 본 사람 3명이 마취통증의학과로 가서 주사를 맞았습니다.저는 경막외 스테로이드 주사를 맞았구요.예약환자가 많지는 않지만 주사 준비하는 데 시간이 걸려서 좀 오래 기다렸구요.그날 진료 가능한 마취통증의학과 교수가 한 명밖에 없어서 교수를 선택할 여지는 없었습니다.가기 전에 검색해서 본,<ㄱㅈㅅㅁ ㅈㅂㅎ 교수님 당일 진료 예약 방법 공유>가 큰 도움이 되었습니다.아직은 2차병원이라 의뢰서 없이 진료 가능합니다. 단, 의료수급자는 의뢰서가 필요하다고 합니다.그리고 로비층의 어떤 기계에서 3차인증 획득이라는 문구를 봐서, 확실하지는 않지만내년부터는 가기 전에 의뢰서 여부를 확인하시는 게 좋을 것 같습니다.",2022.11.24. 12:54,mmjump
150726,"지난 7월에 경추 불안정증 진단 받았구요십여년 전부터 경추 디스크, 퇴행성 관절염으로 항상 뒷목 통증으로 시달렸습니다.특히 왼쪽 귀뒤 부분, 오른쪽이 통증이 없는건 아니구요, 왼쪽이 6, 7이라면 오른쪽은 1, 2 정도..아직 다른 방사통은 없구요특히 왼쪽 목 통증이 심힐 때에는 베개만 닿아도 통증이 있었어요( 잠을 못 잘 정도는 아니구요)올 3, 4월에 구로 ㄱㄹㄷㅎ병원 재활의학과 ㅇㅈㅅ 교수님께 후관절 주사(Facet Joint Block) 2번 맞습니다.조금 통증이 줄었다가 다시 아프기 시작했는데얼마 전 11월 8일에 세번째 주사(왼쪽 부분만)를 맞았는데 이틀 엄청 아프더니 3일째 통증이 거의 없어요..주사 맞은지 보름 정도 됐는데 신기하게도 아직까지 통증이 없습니다. (오히려 오른쪽 통증이 더 느껴집니다..)이번에는 적소에 잘 놓은듯 해요~~ㅎㅎ언제까지 효과가 있을지 세달 정도 버텨주면 좋겠는데... 이 주사도 아마 연 몇회 기간이 있을듯해서요...ㅠ저처럼 후관절 통증이 심하신 분은 한번 시도해 보세요~~~구로 ㄱㄹㄷㅎ 병원은 우리나라 sky대학 중 한 곳이고, 교수님 성함은 병원 홈피에서 쉽게 찾으실 수 있어요~그럼 이만 줄입니다~~오늘도 모든 분들 화이팅하세요!!~~~",2022.11.24. 09:26,카르마해피
151272,"10월초 시작된 허리통증은 오래앉아있으면 뻐근한 정도였고 보행시 발가락과 앞꿈치에 전류흐르는듯한 느낌이 있었습니다.시간이지나니 발통증이 심해지며 발목뭉침, 허벅지도 간헐적으로 찌릿했고 허리통증도 더 심해지기시작해서 걷지못할정도가 되어 검색 끝에 이 카페에 들어오게됐습니다.그때까지만해도 처음 신경외과에서 x-ray만으로 디스크라며 충격파 도수 주사치료 권했습니다. 충격파 도수 3회에 효과보지못했고 환우분들께서 mri 먼저 찍고 주사나 시술해보라는 글을보고 약물, 물치만받다가 통증도 심해져서 예약하고 인천ㄱㅈㅅㅁ 진료갔으나 첫진료에 mri사진도 없으니 문진하며 사진찍자하셨고 그때 까치발 뒷꿈치걸음 확인하셨습니다. mri 예약날짜가 한달후로 잡혀서 간호사에게 빨리 재진료 받을수없냐물었고 통증에 식은땀까지 흘리는 저를보고 당일 찍을수 있는병원에서 찍어오시면 가능하다해서 근처 정형외과서 mri 찍고 의사판독 받았는데 그병원 의사도 4,5번 추간판탈출 퇴행진행되고 있으니 주사나 풍선확장술로 통증없앨수있다며 바로 권하더라구요. 전 어차피 ㅈㅂㅎ교수님께 다시갈꺼니 그냥 뿌리치고 나왔습니다. 교순님께서는 그냥 퇴행성이고 이정도에선 신경이눌리는 정도가 아니니 척추관리 신경쓰며 생활하고 정형외과로 가보라하시더라구요. 제가 주사치료권하더라 통증 사리진다더라 말씀드렸더니 제경우엔 사라질수도 있지만 그렇지않을경우가 많을거라는거죠. 통증이 오래되어 약을 오래먹게 되면 후유증이 따르니 그때는 그또한방법이고 본인이 참을수없을정도면 그때도 방법이다. 그러나 근본적 치료는 없을뿐이고 통증완하일뿐이며 완전히 낫게되는것은 아니고 통증이 사라져도 관리는 꾸준히 해야한다하시더라구요. 그건 제선택이고. 살아가면서 허리통증은 생겼다가 없어졌다가 계속 반복될것이고 완치가 없으니 관리해서 생활해야한닷하셨어요. 소문대로 환자의 말에 귀 잘 기울여주시고 친절이 답변해주시더라구요.제가 이렇게 두서없이 긴 글을 쓰는 이유는 이곳 환우님들 말씀처럼 주사맞기전에 시술받기전에 mri반드시 찍어보실것을 권하며 방사통이 참을수없을정도로 심하지 않을경우 도수나 주사 시술 필요없다는걸 확인했다는것입니다. 심하면 대학병원 먼저가보시길바랍니다. 이렇듯 병원 상술이 있다는걸 제가 경험하고 왔습니다. 또한 교수님 말씀이 이곳 환우님들이 들려주시는 얘기와 다를바 없더라구요. 환우님들의 경험이 많은 도움이되었다는 말씀드리고자 저도 두서없지만 남겨봅니다.제경우에는 허리보다 발이 더 아픈경우라 (동네병원서 방사통이라해서 그런줄알았음)허리통증이 심할땐 처방 해주신 약을 먹고 이젠족부전문정형외과로 가보려합니다. 환우님들도 빠른 쾌유바라겠습니다.",2022.11.24. 01:33,윤군이다
